regime,quality,sensitivity_analysis_variables,quartet_distance,quartet_distance,quartet_distance,quartet_distance,quartet_distance,triplet_distance,triplet_distance,triplet_distance,triplet_distance,triplet_distance
neutral selection,33% resolution,epoch=7+mut_distn=np.random.exponential,-2.1089663379489357e-14,1.2881602590953788e-16,-2.0837010196646367e-14,-2.1315643397179724e-14,0.0,-2.1089867267005782e-14,1.2881851690843714e-16,-2.083720926942247e-14,-2.1315851728487743e-14,0.0
neutral selection,33% resolution,epoch=7+mut_distn=np.random.standard_normal,-2.1051300783060366e-14,1.3412332917045452e-16,-2.0835307418149908e-14,-2.1299943673522697e-14,0.0,-2.105150329990736e-14,1.3412568348329585e-16,-2.0835506464003432e-14,-2.130015169567452e-14,0.0
plain,1% resolution,epoch=0+mut_distn=np.random.exponential,-2.1086843636094465e-14,1.4551564352317048e-16,-2.0846368226116182e-14,-2.1315431089233008e-14,0.0,-2.1087047470611012e-14,1.455184517480424e-16,-2.0846567485085563e-14,-2.131563941659454e-14,0.0
plain,1% resolution,epoch=0+mut_distn=np.random.standard_normal,-2.1084588014445666e-14,1.495804365014686e-16,-2.0840957795502162e-14,-2.1314461237696063e-14,0.0,-2.1084791844230407e-14,1.495833536970674e-16,-2.0841156953833672e-14,-2.1314669544064828e-14,0.0
plain,1% resolution,epoch=2+mut_distn=np.random.exponential,-2.1052667557982168e-14,1.49983613659191e-16,-2.0839002298775592e-14,-2.1306670074341125e-14,0.0,-2.105287071673616e-14,1.499865321941899e-16,-2.0839201409729187e-14,-2.130687822693994e-14,0.0
plain,1% resolution,epoch=2+mut_distn=np.random.standard_normal,-2.1086600468242336e-14,1.301297713225034e-16,-2.0842852088635512e-14,-2.131388174198841e-14,0.0,-2.1086804302707783e-14,1.3013234974903187e-16,-2.0843051273163623e-14,-2.1314090038745842e-14,0.0
plain,1% resolution,epoch=7+mut_distn=np.random.exponential,-2.1049131722544273e-14,1.3119892959590838e-16,-2.0835389015236403e-14,-2.1306393612557052e-14,0.0,-2.1049334880682998e-14,1.3120146249504682e-16,-2.0835588067122166e-14,-2.1306601761613627e-14,0.0
plain,1% resolution,epoch=7+mut_distn=np.random.standard_normal,-2.1042589422195935e-14,1.5072260790494263e-16,-2.0829518238598796e-14,-2.1308684131604343e-14,0.0,-2.104279240086537e-14,1.507255157572359e-16,-2.08297171726894e-14,-2.1308892318123022e-14,0.0
plain,10% resolution,epoch=0+mut_distn=np.random.exponential,-2.108886163186993e-14,1.2871223794651693e-16,-2.086376261828081e-14,-2.1286477380906587e-14,0.0,-2.1089065491775285e-14,1.2871469174337838e-16,-2.086396220403901e-14,-2.1286685133785944e-14,0.0
plain,10% resolution,epoch=0+mut_distn=np.random.standard_normal,-2.107224433172577e-14,1.4755637919598994e-16,-2.08569778309006e-14,-2.1314596424656683e-14,0.0,-2.1072447871228466e-14,1.4755932516528135e-16,-2.085717546495769e-14,-2.1314804735615952e-14,0.0
plain,10% resolution,epoch=2+mut_distn=np.random.exponential,-2.1033171517165143e-14,1.4095362027396584e-16,-2.085011484105437e-14,-2.129726088778521e-14,0.0,-2.1033374351683328e-14,1.4095630934831289e-16,-2.085031417170984e-14,-2.1297468862821493e-14,0.0
plain,10% resolution,epoch=2+mut_distn=np.random.standard_normal,-2.105012072843138e-14,1.3736121393225402e-16,-2.0834822479851812e-14,-2.130732321100501e-14,0.0,-2.105032389073307e-14,1.3736384661334541e-16,-2.0835021517245572e-14,-2.1307531379154984e-14,0.0
plain,10% resolution,epoch=7+mut_distn=np.random.exponential,-2.106883223896624e-14,1.4641738740069013e-16,-2.0837450147128533e-14,-2.1315860157342515e-14,0.0,-2.1069035737490553e-14,1.4642026119455553e-16,-2.0837649236147743e-14,-2.131606849082297e-14,0.0
plain,10% resolution,epoch=7+mut_distn=np.random.standard_normal,-2.1046969284764394e-14,1.559630698677105e-16,-2.083146053256395e-14,-2.131426226611859e-14,0.0,-2.1047172318738034e-14,1.559660576463171e-16,-2.0831659507839235e-14,-2.1314470568162122e-14,0.0
plain,3% resolution,epoch=0+mut_distn=np.random.exponential,-2.1043579396205586e-14,1.3301531161742394e-16,-2.083319954938689e-14,-2.1297117154229063e-14,0.0,-2.1043782378836732e-14,1.3301787756635122e-16,-2.0833398555773635e-14,-2.129732512018789e-14,0.0
plain,3% resolution,epoch=0+mut_distn=np.random.standard_normal,-2.1056098921301497e-14,1.4318014587217087e-16,-2.0835322656798552e-14,-2.1313672233930247e-14,0.0,-2.105630216224856e-14,1.4318287532490076e-16,-2.0835521702748752e-14,-2.1313880525139007e-14,0.0
plain,3% resolution,epoch=2+mut_distn=np.random.exponential,-2.1075255152814953e-14,1.3597407009453085e-16,-2.0829726407583976e-14,-2.131092423678034e-14,0.0,-2.1075458761569323e-14,1.3597676299962694e-16,-2.082992535137125e-14,-2.1311132475996762e-14,0.0
plain,3% resolution,epoch=2+mut_distn=np.random.standard_normal,-2.1096051110532076e-14,1.3653726423473658e-16,-2.0832464143959485e-14,-2.1299851020929322e-14,0.0,-2.109625515175955e-14,1.3653994922761478e-16,-2.083266312824164e-14,-2.1300059044784782e-14,0.0
plain,3% resolution,epoch=7+mut_distn=np.random.exponential,-2.108080854121845e-14,1.4675580595722925e-16,-2.084569878778281e-14,-2.1313814800344468e-14,0.0,-2.10810122941097e-14,1.4675861016530008e-16,-2.0845898025722613e-14,-2.131402308832136e-14,0.0
plain,3% resolution,epoch=7+mut_distn=np.random.standard_normal,-2.106204435546568e-14,1.5198696003813875e-16,-2.0846232297066126e-14,-2.130121719886957e-14,0.0,-2.1062247704714192e-14,1.5198989131594498e-16,-2.0846431546316904e-14,-2.130142524067037e-14,0.0
plain,33% resolution,epoch=0+mut_distn=np.random.exponential,-2.1063016562402565e-14,1.4512672016223373e-16,-2.083038727513557e-14,-2.13009413297182e-14,0.0,-2.1063219936343467e-14,1.451295923048085e-16,-2.0830586231630252e-14,-2.1301149372170536e-14,0.0
plain,33% resolution,epoch=0+mut_distn=np.random.standard_normal,-2.106072110557081e-14,1.433765724756729e-16,-2.0828048054874776e-14,-2.130893327743892e-14,0.0,-2.1060924491280586e-14,1.433793422732305e-16,-2.0828246963910312e-14,-2.1309141474289467e-14,0.0
plain,33% resolution,epoch=2+mut_distn=np.random.exponential,-2.1044926104452606e-14,1.3629020237498084e-16,-2.08393297242863e-14,-2.1308885440645242e-14,0.0,-2.10451291843237e-14,1.362928344796629e-16,-2.083952884725032e-14,-2.1309093637520028e-14,0.0
plain,33% resolution,epoch=2+mut_distn=np.random.standard_normal,-2.1017732285913635e-14,1.4408251017781648e-16,-2.0831287003212604e-14,-2.1294792398118767e-14,0.0,-2.1017934813789593e-14,1.440853006404876e-16,-2.0831485972728882e-14,-2.129500031867745e-14,0.0
plain,33% resolution,epoch=7+mut_distn=np.random.exponential,-2.1077547374704285e-14,1.2902849258161109e-16,-2.0828559191731755e-14,-2.1301214244654772e-14,0.0,-2.107775095016351e-14,1.2903088908971233e-16,-2.082875811344561e-14,-2.1301420298752667e-14,0.0
plain,33% resolution,epoch=7+mut_distn=np.random.standard_normal,-2.1063793722954564e-14,1.439701347027596e-16,-2.0829942802022436e-14,-2.130120228411665e-14,0.0,-2.106399712922283e-14,1.4397294359265e-16,-2.08301417485826e-14,-2.130141033314748e-14,0.0
spatial structure,1% resolution,epoch=0+mut_distn=np.random.exponential,0.0007560699220194493,0.004844847043058381,0.0342537435263869,2.137024128726362e-09,49.523968492497275,0.0007294101645367975,0.00501154851087858,0.0354515791571671,5.344907572240724e-10,49.96272667529912
spatial structure,1% resolution,epoch=0+mut_distn=np.random.standard_normal,0.008522860012911096,0.023263352836790586,0.0961621892111657,2.336044814210694e-09,5.628237103279192,0.008537335947148476,0.023833031549531754,0.0991001457745489,5.842901513240817e-10,6.474049320129032
spatial structure,1% resolution,epoch=2+mut_distn=np.random.exponential,1.318256507398876e-06,5.664700375757487e-06,3.4805040507857834e-05,-2.0866932345672683e-14,0.0,3.401733538935407e-07,1.4658780043828446e-06,9.022868087560922e-06,-2.0867131998210875e-14,0.0
spatial structure,1% resolution,epoch=2+mut_distn=np.random.standard_normal,1.399808956272796e-06,5.520826793121534e-06,3.058003329153782e-05,1.8153406280625662e-09,0.0,0.0012825120597501683,0.00906611874648118,0.0641075089176104,4.5399310648707106e-10,49.999997361718044
spatial structure,1% resolution,epoch=7+mut_distn=np.random.exponential,0.002040433293786118,0.012465452191515115,0.0872445213613924,-2.127743968487797e-14,47.182809309998305,0.0014608727772823383,0.00958441345299898,0.0676743922085982,-2.127764726804507e-14,49.35314352923278
spatial structure,1% resolution,epoch=7+mut_distn=np.random.standard_normal,7.818492343441434e-07,4.145088907072937e-06,2.821067348447144e-05,-2.1299124773365896e-14,0.0,2.0477124151940283e-07,1.0911434865081624e-06,7.437600052620311e-06,-2.1299332778709697e-14,0.0
spatial structure,10% resolution,epoch=0+mut_distn=np.random.exponential,0.00960606782134843,0.025634528409340128,0.113783956908755,2.88399884987736e-06,9.409047714937966,0.01117720452640857,0.03606739064700559,0.1833057652291641,7.265965247033538e-07,15.219501658752513
spatial structure,10% resolution,epoch=0+mut_distn=np.random.standard_normal,0.018978368316216094,0.0418430047060747,0.2232182825184763,1.3158677666181563e-06,11.198716601001745,0.019390132516586375,0.05349246607818682,0.3348320259742467,3.316264446146167e-07,25.114703224428776
spatial structure,10% resolution,epoch=2+mut_distn=np.random.exponential,0.0007777522847305784,0.0029186288340527673,0.0203892114289348,-2.0879261373559423e-14,43.85972751917903,0.009610970886459154,0.03787854349673007,0.1876560918380725,-2.0879461260085173e-14,15.204798024306445
spatial structure,10% resolution,epoch=2+mut_distn=np.random.standard_normal,0.009198615880658002,0.022112631826396997,0.0886778165058223,6.305845124753987e-07,6.991823899860433,0.026690532555457402,0.06804643639750549,0.2904704132153495,1.5847292805366313e-07,5.701246504378002
spatial structure,10% resolution,epoch=7+mut_distn=np.random.exponential,0.0026334160523801197,0.01254043281440782,0.0872915922539019,-2.13028223915428e-14,44.74970944047678,0.0016504774858575738,0.009581950631845318,0.0676865004308921,-2.1303030464902996e-14,48.845793846068986
spatial structure,10% resolution,epoch=7+mut_distn=np.random.standard_normal,0.002750164171117719,0.01061257753954433,0.0533132541036293,-4.833516090024084e-05,14.970484642290497,0.008517504072629451,0.03622782490882154,0.2090991845802824,-1.6048782518261912e-05,24.00601077430239
spatial structure,3% resolution,epoch=0+mut_distn=np.random.exponential,0.007743259622781631,0.024939855248943675,0.1264167096495362,8.291205662369118e-09,12.848576508534055,0.011779384688528271,0.040986324592772114,0.2016495832335358,2.0741788734394283e-09,13.362368960924297
spatial structure,3% resolution,epoch=0+mut_distn=np.random.standard_normal,0.00718108143785948,0.024782663063076357,0.1056974918378538,3.133528150768958e-09,10.990597454704949,0.008075174088203563,0.028259996567415586,0.1206353468721832,7.839993653347351e-10,10.769297686261055
spatial structure,3% resolution,epoch=2+mut_distn=np.random.exponential,7.33359031457983e-05,0.0003327491001475509,0.0018313201270701,-2.1123146673956733e-14,23.177202023885513,0.0020931104881057924,0.014645121687795692,0.1035763179491396,-2.112335125916632e-14,49.99516631202617
spatial structure,3% resolution,epoch=2+mut_distn=np.random.standard_normal,0.0005531201667768566,0.0032349541065186975,0.0227949304230697,-2.1196193806235492e-14,48.36067971529839,0.004392162449291247,0.029435162227375338,0.2081294698595517,-2.1196399807148385e-14,49.752330143918684
spatial structure,3% resolution,epoch=7+mut_distn=np.random.exponential,0.0020449981730399466,0.012469384437610814,0.0872770189467948,-2.1297933788042867e-14,47.18525385744226,0.0014620537495979964,0.009585442591546329,0.0676827661245794,-2.129814177024121e-14,49.353406847024345
spatial structure,3% resolution,epoch=7+mut_distn=np.random.standard_normal,0.0008572157059534478,0.005405699796034974,0.0380983817532154,-6.499844351161646e-05,48.77346232241163,0.004586448052189606,0.029632787521841134,0.2090987178148252,-2.0333224101899723e-05,49.14406743450411
spatial structure,33% resolution,epoch=0+mut_distn=np.random.exponential,0.04310037489032918,0.04956129329967715,0.2089933503183033,0.0002076779597634,1.5775261967260183,0.04084658890058697,0.0517317915274181,0.2069789738321817,5.424598080537804e-05,1.6810276223304879
spatial structure,33% resolution,epoch=0+mut_distn=np.random.standard_normal,0.05770948883970965,0.058024400233673064,0.2557671632427289,0.0001603767300213,1.4770592312110296,0.051713982513564426,0.05553134559562069,0.2260925405615661,4.207322497753341e-05,0.9241329336181474
spatial structure,33% resolution,epoch=2+mut_distn=np.random.exponential,0.007577945822745259,0.01149606653328616,0.0472693827487499,-2.0854857851626327e-14,3.963472796509598,0.023717476968965322,0.05627901458980465,0.2207260615017543,-2.0855057269918596e-14,5.005203292777201
spatial structure,33% resolution,epoch=2+mut_distn=np.random.standard_normal,0.024642130187513538,0.030650531056229568,0.1020545894285853,0.0001525818221601,-0.17507945831146143,0.05675981829773246,0.09266567285292716,0.3511810711358016,3.940937574220253e-05,2.480656461242316
spatial structure,33% resolution,epoch=7+mut_distn=np.random.exponential,0.007028745041584151,0.016751834397208086,0.1044347840482445,-2.127864986576997e-14,23.798365408274442,0.00700211460871808,0.019910115273016206,0.107894795582889,-2.127885747310156e-14,15.786384736171755
spatial structure,33% resolution,epoch=7+mut_distn=np.random.standard_normal,0.007635276035107593,0.01491060586555448,0.0584668625701303,-2.1315529286953103e-14,3.8170712248159626,0.021853530783560508,0.05787753477878802,0.2106161516388605,-2.131573761876401e-14,6.166367043310588
weak 4 niche ecology,1% resolution,epoch=0+mut_distn=np.random.exponential,-2.1081676635434478e-14,1.4798019448573847e-16,-2.0829592713775653e-14,-2.131016163512373e-14,0.0,-2.108188042606649e-14,1.4798305432533786e-16,-2.0829791646650846e-14,-2.1310369859204332e-14,0.0
weak 4 niche ecology,1% resolution,epoch=0+mut_distn=np.random.standard_normal,-2.1036898063121883e-14,1.3704028651482233e-16,-2.082997767728204e-14,-2.1309483369432023e-14,0.0,-2.103710092465468e-14,1.3704295550668853e-16,-2.0830176621509303e-14,-2.1309691579095443e-14,0.0
weak 4 niche ecology,1% resolution,epoch=2+mut_distn=np.random.exponential,-2.107624491859898e-14,1.4679328460925288e-16,-2.08301919433902e-14,-2.1307834590845747e-14,0.0,-2.107644852848434e-14,1.4679610948337088e-16,-2.08303908912105e-14,-2.130804276884275e-14,0.0
weak 4 niche ecology,1% resolution,epoch=2+mut_distn=np.random.standard_normal,-2.104229205501144e-14,1.382501057845855e-16,-2.0829783894831704e-14,-2.1303799682125086e-14,0.0,-2.1042495066007343e-14,1.3825279116844992e-16,-2.0829982834940856e-14,-2.1304007777888373e-14,0.0
weak 4 niche ecology,1% resolution,epoch=7+mut_distn=np.random.exponential,-2.107040589455563e-14,1.5186736535877002e-16,-2.0832831418731256e-14,-2.1314074442029e-14,0.0,-2.107060943389925e-14,1.518703267501631e-16,-2.0833030414196213e-14,-2.1314282734760776e-14,0.0
weak 4 niche ecology,1% resolution,epoch=7+mut_distn=np.random.standard_normal,-2.1068320314567053e-14,1.4509318979106163e-16,-2.082901624879969e-14,-2.1296805468514563e-14,0.0,-2.1068523817352787e-14,1.4509595957725513e-16,-2.0829215161778566e-14,-2.1297013424380323e-14,0.0
weak 4 niche ecology,10% resolution,epoch=0+mut_distn=np.random.exponential,-2.1075779918975544e-14,1.5080952495470937e-16,-2.0836130524292667e-14,-2.131166125615085e-14,0.0,-2.107598359639685e-14,1.5081243806443292e-16,-2.0836329587318188e-14,-2.1311869507503784e-14,0.0
weak 4 niche ecology,10% resolution,epoch=0+mut_distn=np.random.standard_normal,-2.1091031932859302e-14,1.5458874178681163e-16,-2.0830379861318776e-14,-2.131562642112012e-14,0.0,-2.109123586359822e-14,1.5459171216938388e-16,-2.0830578814922555e-14,-2.1315834742412892e-14,0.0
weak 4 niche ecology,10% resolution,epoch=2+mut_distn=np.random.exponential,-2.107274327831827e-14,1.5227418578346896e-16,-2.082861542882257e-14,-2.130704166059873e-14,0.0,-2.1072946811280088e-14,1.5227707408513916e-16,-2.0828814341337302e-14,-2.1307249823944682e-14,0.0
weak 4 niche ecology,10% resolution,epoch=2+mut_distn=np.random.standard_normal,-2.108353664782558e-14,1.3496855068133038e-16,-2.083297182577312e-14,-2.1301292246642763e-14,0.0,-2.1083740409180222e-14,1.349710848278795e-16,-2.0833170828837023e-14,-2.1301500295281952e-14,0.0
weak 4 niche ecology,10% resolution,epoch=7+mut_distn=np.random.exponential,-2.1069531307880185e-14,1.4654126960170596e-16,-2.0850850311385616e-14,-2.1302143205298072e-14,0.0,-2.1069734825433556e-14,1.4654413890988895e-16,-2.0851049654656942e-14,-2.1302351272738404e-14,0.0
weak 4 niche ecology,10% resolution,epoch=7+mut_distn=np.random.standard_normal,-2.1072185808880885e-14,1.366046440306167e-16,-2.0855665660124533e-14,-2.1304608542299152e-14,0.0,-2.1072389375900322e-14,1.3660727114214431e-16,-2.0855865097011702e-14,-2.1304816657989722e-14,0.0
weak 4 niche ecology,3% resolution,epoch=0+mut_distn=np.random.exponential,-2.1046011486845764e-14,1.4196746266111624e-16,-2.0829367566415596e-14,-2.1310405309436e-14,0.0,-2.104621452973039e-14,1.4197024738400781e-16,-2.08295664989888e-14,-2.1310613538249527e-14,0.0
weak 4 niche ecology,3% resolution,epoch=0+mut_distn=np.random.standard_normal,-2.1054749438651366e-14,1.5540611494662982e-16,-2.0833373081742502e-14,-2.130938779978168e-14,0.0,-2.105495268634819e-14,1.55409103153066e-16,-2.0833572090750103e-14,-2.1309596008710952e-14,0.0
weak 4 niche ecology,3% resolution,epoch=2+mut_distn=np.random.exponential,-2.1071684155950365e-14,1.4558844333888383e-16,-2.08306261241424e-14,-2.1312854443290443e-14,0.0,-2.107188774545655e-14,1.4559126572231069e-16,-2.083082508514419e-14,-2.131306271793401e-14,0.0
weak 4 niche ecology,3% resolution,epoch=2+mut_distn=np.random.standard_normal,-2.1072474134197895e-14,1.350304159214773e-16,-2.083124123402798e-14,-2.1308929225269733e-14,0.0,-2.107267768332782e-14,1.3503305951921535e-16,-2.0831440206724756e-14,-2.1309137425266874e-14,0.0
weak 4 niche ecology,3% resolution,epoch=7+mut_distn=np.random.exponential,-2.1056026281786135e-14,1.3532751755833782e-16,-2.0845014283615162e-14,-2.1313455470466987e-14,0.0,-2.1056229545652745e-14,1.353301334082841e-16,-2.084521351125141e-14,-2.1313663755200387e-14,0.0
weak 4 niche ecology,3% resolution,epoch=7+mut_distn=np.random.standard_normal,-2.1078151845356213e-14,1.3694641465831862e-16,-2.0837171667322286e-14,-2.1305731781897748e-14,0.0,-2.1078355566212163e-14,1.3694906063631528e-16,-2.08373707476299e-14,-2.1305939916280046e-14,0.0
weak 4 niche ecology,33% resolution,epoch=0+mut_distn=np.random.exponential,-2.1064159513420284e-14,1.2371612950210252e-16,-2.085102135213452e-14,-2.129532027968741e-14,0.0,-2.106436293211011e-14,1.2371854351113798e-16,-2.0851220698592844e-14,-2.129552821490825e-14,0.0
weak 4 niche ecology,33% resolution,epoch=0+mut_distn=np.random.standard_normal,-2.1047255462607688e-14,1.3389998403955442e-16,-2.0828742585904467e-14,-2.13000865529452e-14,0.0,-2.1047458516973806e-14,1.3390247574321945e-16,-2.0828941508261443e-14,-2.130029457701674e-14,0.0
weak 4 niche ecology,33% resolution,epoch=2+mut_distn=np.random.exponential,-2.1075401700171162e-14,1.3471530834645106e-16,-2.0829843101514892e-14,-2.1301519489699688e-14,0.0,-2.107560535275026e-14,1.3471791450490797e-16,-2.0830042042727212e-14,-2.130172754765673e-14,0.0
weak 4 niche ecology,33% resolution,epoch=2+mut_distn=np.random.standard_normal,-2.1079697076226936e-14,1.4901497371771572e-16,-2.083601256615243e-14,-2.131504868850908e-14,0.0,-2.1079900844353113e-14,1.49017841876117e-16,-2.0836211625173583e-14,-2.1315257006796544e-14,0.0
weak 4 niche ecology,33% resolution,epoch=7+mut_distn=np.random.exponential,-2.1061050697552307e-14,1.413061521772502e-16,-2.0828933875080743e-14,-2.1311534979335547e-14,0.0,-2.106125406425952e-14,1.4130888137192718e-16,-2.082913279290038e-14,-2.1311743221534907e-14,0.0
weak 4 niche ecology,33% resolution,epoch=7+mut_distn=np.random.standard_normal,-2.107832534646334e-14,1.3270449532257284e-16,-2.084514026013447e-14,-2.1314328706059783e-14,0.0,-2.1078529035925395e-14,1.3270705105905496e-16,-2.0845339488454595e-14,-2.1314537005941912e-14,0.0
